ETag,Bucket,Key
af4d1103f384c11f5369e14b2dd79b70,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/15/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221015T211955Z.json.gz
1c6e98632edfc8cf7d977155fde140f9,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/15/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221015T221955Z.json.gz
8308f514e40e65015e66e90778eac9f6,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/15/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221015T231955Z.json.gz
29eb1a96dae47018d6000ca0fa024d4f,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T001955Z.json.gz
7802bd1c2fdbf0581ac45444e0376555,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T011955Z.json.gz
ae73f6ecb796633d9344dbc69255c0dc,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T021955Z.json.gz
ce9e5b6b7ac08afa5cd824cc441897c3,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T031955Z.json.gz
5ed7e097c9adc4e58c3fc32d15cf4ad6,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T041955Z.json.gz
2fd0fe5e310ff80ba77127ceb8f0d04a,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T051955Z.json.gz
417a50f1b43f28562c14de6b2f529e3c,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T061955Z.json.gz
d8f3b70fef8af1ab1876980a9a415062,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T071955Z.json.gz
b5062133417453ecc16a82b025db0ac7,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T081955Z.json.gz
2e2c1877f99abdea203394318faad959,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T091955Z.json.gz
a42370fa31fccabe818f48603aac94eb,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T101955Z.json.gz
bf230973c50e0927a506ed82639b58a4,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T111955Z.json.gz
2c8ba89e43f3ac942f9e05fd68d04c1a,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T121955Z.json.gz
d389d7968956ac21faffc1ecbd3e1478,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T131955Z.json.gz
9baf29ab92fcefbfd23196edebcfa872,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T141955Z.json.gz
bed3679cf98692f171d5938890668d14,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T151955Z.json.gz
f47402930bb306fa2fcb746f8993b1ff,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T161955Z.json.gz
f298e2c823b3ae1a1f42879853e27f7d,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T171955Z.json.gz
90eabcdf2e51742a6fee96c0f8c3f3c5,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T181955Z.json.gz
cde80c1613b397a7c090ec5ee1ed112d,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T191955Z.json.gz
25c355a8d14da4b5487858f8bbdcbe94,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T201955Z.json.gz
d7dee3d8ad4b0be675f7558c2ae5e14b,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T211955Z.json.gz
fa4818ddaa3a19b83dae4080f392f87c,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T221955Z.json.gz
3ae35b0bfdcec01242ee128d7c429cdc,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/16/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221016T231955Z.json.gz
a4fbf9bc8532221be2a0dddbec5c5b02,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/17/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221017T001955Z.json.gz
637aee4190ace552b07cd12025771db4,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/17/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221017T011955Z.json.gz
8ce0b5b802bfb667ebda1e38954342b2,aws-cloudtrail-logs-296712556520-0c3b9404,AWSLogs/296712556520/CloudTrail-Digest/af-south-1/2022/10/17/296712556520_CloudTrail-Digest_af-south-1_management-events_us-east-1_20221017T021955Z.json.gz
